MAIN_ID RA DEC TYPED_ID Diameter_diameter Diameter_Q Diameter_unit Diameter_error Diameter_filter Diameter_method Diameter_bibcode FLUX_V PLX_VALUE SCRIPT_NUMBER_ID
"*  45 Ser" "16 07 37.5390" "+09 53 30.267" "" "" "" "" "" "" "" "" 5.635000228881836 10.049 0
"V* BD Phe" "01 50 54.4352" "-50 12 22.092" "" "" "" "" "" "" "" "" 5.928999900817871 12.812 0
"HD  29065" "04 34 11.7698" "-08 58 12.919" "" "" "" "" "" "" "" "" 5.229000091552734 5.839 0
"* c Sgr" "20 02 39.4809" "-27 42 35.444" "" "" "" "" "" "" "" "" 4.579999923706055 7.270 0
"HD  28732" "04 27 46.0288" "-62 31 16.331" "" "" "" "" "" "" "" "" 5.735000133514404 10.062 0
"* eta Lep" "05 56 24.2934" "-14 10 03.718" "" 1060000.00 "" km "" "" "" 2007ApJ...660.1556R 3.7200000286102295 66.857 0
"* mu. Cas" "01 08 16.3029" "+54 55 12.561" "" "" "" "" "" "" "" "" 5.170000076293945 130.288 0
"* pi. Phe" "23 58 55.7794" "-52 44 44.902" "" "" "" "" "" "" "" "" 5.132999897003174 12.098 0
"HD  88215" "10 10 05.8863" "-12 48 57.323" "" "" "" "" "" "" "" "" 5.296000003814697 36.044 0
"*  67 Oph" "18 00 38.7157" "+02 55 53.633" "" "" "" "" "" "" "" "" 3.930000066757202 1.373 0
"HD  45067" "06 25 16.5462" "-00 56 45.178" "" "" "" "" "" "" "" "" 5.900000095367432 30.410 0
"* phi Gru" "23 18 09.8840" "-40 49 27.703" "" "" "" "" "" "" "" "" 5.5370001792907715 29.151 0
"*  75 Dra" "20 28 14.5838" "+81 25 21.749" "" "" "" "" "" "" "" "" 5.368000030517578 7.504 0
"*   8 Lac A" "22 35 52.2827" "+39 38 03.586" "" "" "" "" "" "" "" "" 5.690000057220459 1.891 0
"*  12 Cet" "00 30 02.3584" "-03 57 26.377" "" "" "" "" "" "" "" "" 5.71999979019165 5.771 0
"HD 101162" "11 37 48.3782" "-67 37 13.364" "" "" "" "" "" "" "" "" 5.928999900817871 9.013 0
"HD 131432" "14 54 37.9141" "-33 18 02.053" "" "" "" "" "" "" "" "" 5.834000110626221 2.301 0
"*  21 Tau" "03 45 54.4764" "+24 33 16.235" "" "" "" "" "" "" "" "" 5.760000228881836 7.305 0
"* alf Cas" "00 40 30.4410" "+56 32 14.392" "" "" "" "" "" "" "" "" 2.2300000190734863 14.290 0
"HD 100708" "11 34 56.8506" "-49 08 11.345" "" "" "" "" "" "" "" "" 5.5 16.574 0
"* tet Men" "06 56 34.4743" "-79 25 12.691" "" "" "" "" "" "" "" "" 5.448999881744385 8.463 0
"* ksi Cas" "00 42 03.8922" "+50 30 45.120" "" "" "" "" "" "" "" "" 4.809999942779541 2.902 0
"* d Cyg" "19 50 37.7235" "+52 59 16.790" "" "" "" "" "" "" "" "" 5.03000020980835 16.234 0
"HD  20644" "03 20 20.3611" "+29 02 54.445" "" "" "" "" "" "" "" "" 4.46999979019165 6.010 0
"HD 189340" "19 59 47.2802" "-09 57 29.634" "" "" "" "" "" "" "" "" 5.880000114440918 46.933 0
"* alf02 CVn" "12 56 01.6655" "+38 19 06.155" "" 4760000.00 "" km "" V Interfer 2014MNRAS.443.1629S 2.880000114440918 32.723 0
"* bet Pyx" "08 40 06.1436" "-35 18 30.065" "" "" "" "" "" "" "" "" 3.9539999961853027 7.840 0
"HD 171779" "18 33 56.6945" "+52 21 12.656" "" "" "" "" "" "" "" "" 5.380000114440918 5.110 0
"*  60 Cyg" "21 01 10.9277" "+46 09 20.795" "" "" "" "" "" "" "" "" 5.432000160217285 2.662 0
"* alf Eri" "01 37 42.8454" "-57 14 12.310" "" "" "" "" "" "" "" "" 0.46000000834465027 23.390 0
"* kap Tuc" "01 15 46.1622" "-68 52 33.335" "" "" "" "" "" "" "" "" 4.25 47.720 0
"HD  86513" "09 59 36.2143" "+29 38 42.833" "" "" "" "" "" "" "" "" 5.74399995803833 9.848 0
"V* R CrB" "15 48 34.4154" "+28 09 24.295" "" "" "" "" "" "" "" "" 5.710000038146973 1.437 0
"* bet Hyi" "00 25 45.0703" "-77 15 15.286" "" "" "" "" "" "" "" "" 2.7899999618530273 134.070 0
"* rho Ori A" "05 13 17.4794" "+02 51 40.461" "" "" "" "" "" "" "" "" 4.480000019073486 13.329 0
"* rho Cet" "02 25 57.0058" "-12 17 25.707" "" "" "" "" "" "" "" "" 4.866000175476074 5.805 0
"HD 109519" "12 35 08.1669" "+21 52 52.987" "" "" "" "" "" "" "" "" 5.860000133514404 5.306 0
"* lam Vir" "14 19 06.5923" "-13 22 15.945" "" "" "" "" "" "" "" "" 4.519999980926514 17.490 0
"HD  80558" "09 18 42.3559" "-51 33 38.338" "" "" "" "" "" "" "" "" 5.929999828338623 0.537 0
"V* W Cyg" "21 36 02.4961" "+45 22 28.529" "" "" "" "" "" "" "" "" 5.380000114440918 5.720 0
"* del02 Aps" "16 20 26.8576" "-78 40 02.985" "" "" "" "" "" "" "" "" 5.247000217437744 5.795 0
"* omi Gem" "07 39 09.9346" "+34 35 03.502" "" "" "" "" "" "" "" "" 4.900000095367432 19.334 0
"*  67 Leo" "11 08 49.0879" "+24 39 30.577" "" "" "" "" "" "" "" "" 5.697999954223633 7.371 0
"BD-12  3676" "12 41 15.9508" "-13 00 50.033" "" "" "" "" "" "" "" "" 5.269999980926514 12.670 0
"* lam Ser" "15 46 26.6142" "+07 21 11.047" "" 0.82 "" mas 0.12 "" Interfer 2009ApJ...694.1085V 4.420000076293945 83.921 0
"* ups Gru A" "23 06 53.6248" "-38 53 32.247" "" "" "" "" "" "" "" "" 5.699999809265137 "" 0
"HD   5384" "00 55 42.4001" "-07 20 49.735" "" "" "" "" "" "" "" "" 5.849999904632568 5.595 0
"* bet Ara" "17 25 17.9878" "-55 31 47.574" "" "" "" "" "" "" "" "" 2.8499999046325684 4.560 0
"* eps Car A" "08 22 30.8337" "-59 30 34.130" "" "" "" "" "" "" "" "" 2.009999990463257 "" 0
"V* NR CMa" "07 27 07.9900" "-17 51 53.501" "" "" "" "" "" "" "" "" 5.625 10.830 0
"HD  77353" "09 01 57.9873" "-00 28 57.627" "" "" "" "" "" "" "" "" 5.626999855041504 5.828 0
"* iot Ori" "05 35 25.9819" "-05 54 35.643" "" "" "" "" "" "" "" "" 2.7699999809265137 1.400 0
"* eps Crv" "12 10 07.4805" "-22 37 11.161" "" "" "" "" "" "" "" "" 2.9800000190734863 10.260 0
"* psi02 Aqr" "23 17 54.2137" "-09 10 57.067" "" "" "" "" "" "" "" "" 4.400000095367432 8.120 0
"* bet Cru" "12 47 43.2687" "-59 41 19.579" "" "" "" "" "" "" "" "" 1.25 11.710 0
"*  54 Psc" "00 39 21.8053" "+21 15 01.712" "" 1200000.00 "" km 13900.00 "" "" 2016A&A...585A...5B 5.880000114440918 90.025 0
"* ksi02 CMa" "06 35 03.3875" "-22 57 53.263" "" "" "" "" "" "" "" "" 4.5 8.034 0
"* n Per" "03 49 32.6836" "+33 05 28.912" "" "" "" "" "" "" "" "" 5.110000133514404 9.276 0
"HD  75276" "08 47 18.8443" "-46 09 19.498" "" "" "" "" "" "" "" "" 5.748000144958496 0.695 0
"HD 168694" "18 19 52.0698" "+29 39 59.007" "" "" "" "" "" "" "" "" 5.993000030517578 5.261 0
"HD 165402" "18 06 07.3986" "-08 19 26.239" "" "" "" "" "" "" "" "" 5.859000205993652 6.300 0
"*  27 CMa" "07 14 15.2119" "-26 21 09.031" "" "" "" "" "" "" "" "" 4.650000095367432 1.880 0
"V* AR Cet" "02 00 26.8227" "-08 31 25.944" "" "" "" "" "" "" "" "" 5.510000228881836 6.850 0
"* eps Lup" "15 22 40.8682" "-44 41 22.614" "" "" "" "" "" "" "" "" 3.365999937057495 6.370 0
"* D Vel" "08 43 40.2730" "-49 49 22.082" "" "" "" "" "" "" "" "" 5.159999847412109 1.782 0
"HD  10800" "01 37 55.5566" "-82 58 29.986" "" "" "" "" "" "" "" "" 5.869999885559082 37.013 0
"HD 177178" "19 03 32.2462" "+01 49 07.443" "" "" "" "" "" "" "" "" 5.815000057220459 17.780 0
"* omi Lup" "14 51 38.3028" "-43 34 31.296" "" "" "" "" "" "" "" "" 4.313000202178955 8.070 0
"HD   2054" "00 25 06.4104" "+53 02 48.414" "" "" "" "" "" "" "" "" 5.718999862670898 5.059 0
"* eta Aqr" "22 35 21.3812" "-00 07 02.988" "" "" "" "" "" "" "" "" 4.03000020980835 19.430 0
"* omi Pav" "21 13 20.5042" "-70 07 34.516" "" "" "" "" "" "" "" "" 5.071000099182129 2.487 0
"HD 108821" "12 30 17.4453" "-23 41 47.105" "" "" "" "" "" "" "" "" 5.630000114440918 3.190 0
"*  11 Ori" "05 04 34.1491" "+15 24 14.777" "" "" "" "" "" "" "" "" 4.660999774932861 8.930 0
"* c Ori" "05 35 23.1642" "-04 50 18.088" "" "" "" "" "" "" "" "" 4.590000152587891 3.690 0
"* zet Lup" "15 12 17.0959" "-52 05 57.291" "" "" "" "" "" "" "" "" 3.4100000858306885 27.800 0
"HD 117716" "13 32 35.8976" "-28 41 33.963" "" "" "" "" "" "" "" "" 5.690000057220459 14.740 0
"V* UU Aur" "06 36 32.8371" "+38 26 43.819" "" "" "" "" "" "" "" "" 5.25 2.039 0
"HD  28776" "04 30 40.3296" "-35 39 12.637" "" "" "" "" "" "" "" "" 5.949999809265137 8.640 0
"* phi And B" "01 09 30.1525" "+47 14 30.226" "" "" "" "" "" "" "" "" 5.619999885559082 "" 0
"HD  79186" "09 11 04.3980" "-44 52 04.448" "" "" "" "" "" "" "" "" 5.0 0.594 0
"* tet Per" "02 44 11.9866" "+49 13 42.414" "" 1.07 "" mas 0.02 "" Interfer 2009ApJ...694.1085V 4.110000133514404 89.685 0
"HD  36553" "05 30 09.4789" "-47 04 39.556" "" "" "" "" "" "" "" "" 5.453000068664551 23.017 0
"HD 157097" "17 22 54.7490" "-37 13 14.839" "" "" "" "" "" "" "" "" 5.914000034332275 8.946 0
"*  71 Peg" "23 33 28.0940" "+22 29 55.594" "" "" "" "" "" "" "" "" 5.420000076293945 6.270 0
"* s Vel A" "10 31 57.4365" "-45 04 00.184" "" "" "" "" "" "" "" "" 5.668000221252441 3.966 0
"* rho Boo" "14 31 49.7893" "+30 22 17.171" "" "" "" "" "" "" "" "" 3.5899999141693115 19.855 0
"HD 172555" "18 45 26.9009" "-64 52 16.534" "" 1060000.00 "" km "" "" "" 2007ApJ...660.1556R 4.767000198364258 34.736 0
"* gam Lup B" "15 35 08.3785" "-41 10 00.363" "" "" "" "" "" "" "" "" 3.509999990463257 "" 0
"*  51 Cam" "07 46 40.0781" "+65 27 20.426" "" "" "" "" "" "" "" "" 5.925000190734863 9.753 0
"*  30 Cyg" "20 13 18.0538" "+46 48 56.430" "" "" "" "" "" "" "" "" 4.818999767303467 5.121 0
"HD  51104" "06 56 25.8328" "+09 57 23.665" "" "" "" "" "" "" "" "" 5.896999835968018 4.644 0
"* iot Mic" "20 48 29.1527" "-43 59 18.542" "" "" "" "" "" "" "" "" 5.099999904632568 26.172 0
"* tet Nor" "16 15 15.3177" "-47 22 19.271" "" "" "" "" "" "" "" "" 5.124000072479248 8.905 0
"* eps Tel" "18 11 13.7612" "-45 57 15.882" "" "" "" "" "" "" "" "" 4.507999897003174 8.040 0
"HD 123569" "14 09 54.8142" "-53 26 20.204" "" "" "" "" "" "" "" "" 4.736000061035156 18.225 0
"HD  21699" "03 32 08.6084" "+48 01 24.528" "" 5480000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.460999965667725 5.638 0
"HD  70652" "08 22 54.0945" "-07 32 35.238" "" "" "" "" "" "" "" "" 5.918000221252441 2.585 0
"* kap UMa" "09 03 37.5276" "+47 09 23.489" "" "" "" "" "" "" "" "" 3.549999952316284 9.100 0
"V* RR Lyn" "06 26 25.8366" "+56 17 06.346" "" "" "" "" "" "" "" "" 5.539999961853027 12.416 0
"* rho Tuc" "00 42 28.3718" "-65 28 04.906" "" "" "" "" "" "" "" "" 5.38100004196167 23.672 0
"*   2 Sex" "09 38 27.2885" "+04 38 57.453" "" "" "" "" "" "" "" "" 4.679999828338623 10.336 0
"* 171 Pup" "07 45 34.9212" "-34 10 21.185" "" "" "" "" "" "" "" "" 5.361999988555908 65.454 0
"* nu. Sco A" "16 11 59.7338" "-19 27 38.486" "" "" "" "" "" "" "" "" 4.348999977111816 7.057 0
"* d01 Vir" "12 41 57.1172" "+06 48 23.817" "" "" "" "" "" "" "" "" 5.572999954223633 12.220 0
"*  26 Boo" "14 32 32.5421" "+22 15 36.203" "" "" "" "" "" "" "" "" 5.896999835968018 17.445 0
"HD 106887" "12 17 30.5747" "+28 56 13.887" "" "" "" "" "" "" "" "" 5.710999965667725 18.200 0
"*   2 Cas" "23 09 44.1389" "+59 19 57.687" "" "" "" "" "" "" "" "" 5.678999900817871 1.190 0
"*  42 Cyg" "20 29 20.3901" "+36 27 17.017" "" "" "" "" "" "" "" "" 5.89900016784668 0.857 0
"HD  83069" "09 36 42.8522" "+31 09 42.240" "" "" "" "" "" "" "" "" 5.559999942779541 5.700 0
"* d01 Pup" "07 39 27.3383" "-38 18 28.878" "" "" "" "" "" "" "" "" 4.840000152587891 5.870 0
"* tet01 Eri" "02 58 15.6763" "-40 18 16.839" "" "" "" "" "" "" "" "" 3.180000066757202 19.905 0
"HD 199437" "20 47 33.4549" "+80 33 08.135" "" "" "" "" "" "" "" "" 5.370999813079834 7.731 0
"* phi Vir" "14 28 12.1389" "-02 13 40.649" "" "" "" "" "" "" "" "" 4.840000152587891 26.879 0
"* bet CVn" "12 33 44.5442" "+41 21 26.921" "" 1.12 "" mas 0.01 "" Interfer 2009ApJ...694.1085V 4.25 118.027 0
"HD  77912" "09 06 31.7678" "+38 27 07.970" "" "" "" "" "" "" "" "" 4.539000034332275 4.625 0
"HD  64225" "07 50 23.8228" "-50 30 34.081" "" "" "" "" "" "" "" "" 5.9070000648498535 13.669 0
"*  18 Leo" "09 46 23.3273" "+11 48 36.155" "" "" "" "" "" "" "" "" 5.644000053405762 4.460 0
"*  85 Gem" "07 55 39.8944" "+19 53 02.281" "" "" "" "" "" "" "" "" 5.364999771118164 6.402 0
"HD 103516" "11 55 00.0118" "-63 16 45.050" "" "" "" "" "" "" "" "" 5.960000038146973 0.516 0
"V* BY Boo" "14 07 55.7560" "+43 51 16.025" "" "" "" "" "" "" "" "" 5.28000020980835 6.360 0
"V* WZ Dor" "05 07 34.0268" "-63 23 58.847" "" "" "" "" "" "" "" "" 5.204999923706055 5.628 0
"HD 125158" "14 19 51.5027" "-61 16 22.705" "" "" "" "" "" "" "" "" 5.230000019073486 21.159 0
"HD 175824" "18 54 47.1269" "+48 51 33.852" "" "" "" "" "" "" "" "" 5.835999965667725 18.206 0
"HD   6245" "01 02 49.1896" "-46 23 50.313" "" "" "" "" "" "" "" "" 5.38700008392334 13.289 0
"HD  82734" "09 33 12.4598" "-21 06 56.603" "" "" "" "" "" "" "" "" 5.002999782562256 8.812 0
"* del PsA" "22 55 56.9001" "-32 32 22.646" "" "" "" "" "" "" "" "" 4.208000183105469 19.162 0
"* kap Cen" "14 59 09.6849" "-42 06 15.106" "" "" "" "" "" "" "" "" 3.109999895095825 8.510 0
"*   5 Peg" "21 37 45.4301" "+19 19 06.993" "" "" "" "" "" "" "" "" 5.447999954223633 11.217 0
"* eps Ser" "15 50 48.9662" "+04 28 39.831" "" "" "" "" "" "" "" "" 3.693000078201294 46.300 0
"HD   4088" "00 42 41.9497" "-60 15 46.103" "" "" "" "" "" "" "" "" 5.980000019073486 14.414 0
"* omi Cap A" "20 29 53.9094" "-18 34 59.460" "" "" "" "" "" "" "" "" 5.896999835968018 14.019 0
"*  33 Vel A" "08 29 04.7512" "-47 55 44.121" "" "" "" "" "" "" "" "" 5.534999847412109 2.104 0
"*  60 Eri" "04 50 11.6161" "-16 13 01.775" "" 13800000.00 "" km "" "" "" 2011A&A...536A..71J 5.0279998779296875 13.643 0
"HD  19978" "03 20 19.7344" "+77 44 05.147" "" "" "" "" "" "" "" "" 5.443999767303467 12.642 0
"HD 201636" "21 06 23.3019" "+71 25 54.472" "" "" "" "" "" "" "" "" 5.876999855041504 19.756 0
"* kap02 Lup" "15 11 57.6753" "-48 44 37.268" "" "" "" "" "" "" "" "" 5.498000144958496 17.906 0
"HD 216446" "22 47 29.0691" "+83 09 13.783" "" "" "" "" "" "" "" "" 4.78000020980835 10.331 0
"HD  49131" "06 45 31.1887" "-30 56 56.329" "" "" "" "" "" "" "" "" 5.679999828338623 1.650 0
"* iot02 Sco" "17 50 11.1117" "-40 05 25.554" "" "" "" "" "" "" "" "" 4.802999973297119 0.815 0
"*  68 Oph" "18 01 45.1988" "+01 18 18.277" "" "" "" "" "" "" "" "" 4.428999900817871 11.150 0
"HD 222060" "23 38 23.8862" "-76 52 10.356" "" "" "" "" "" "" "" "" 5.982999801635742 6.086 0
"* bet03 Tuc" "00 32 43.9053" "-63 01 53.402" "" "" "" "" "" "" "" "" 5.090000152587891 21.679 0
"*  64 Eri" "04 59 55.7367" "-12 32 14.700" "" "" "" "" "" "" "" "" 4.769999980926514 11.544 0
"NAME HD 80951AB" "09 17 25.176" "-74 53 39.57" "" "" "" "" "" "" "" "" 5.320000171661377 "" 0
"HD 152293" "16 54 26.9426" "-42 28 44.028" "" "" "" "" "" "" "" "" 5.839000225067139 2.736 0
"V* V567 Cas" "00 05 06.1508" "+61 18 50.292" "" "" "" "" "" "" "" "" 5.790999889373779 4.734 0
"* del Sex" "10 29 28.7028" "-02 44 20.672" "" "" "" "" "" "" "" "" 5.179999828338623 9.416 0
"HD  16975" "02 42 06.6072" "-38 23 01.273" "" "" "" "" "" "" "" "" 5.98799991607666 7.877 0
"HD 104035" "11 58 47.6594" "-64 20 22.413" "" "" "" "" "" "" "" "" 5.599999904632568 0.719 0
"HD 210848" "22 13 44.4335" "-25 10 51.253" "" "" "" "" "" "" "" "" 5.584000110626221 13.260 0
"HD  39286" "05 52 23.4063" "+19 52 04.250" "" "" "" "" "" "" "" "" 5.985000133514404 2.563 0
"*  33 Cet" "01 10 33.5530" "+02 26 44.427" "" "" "" "" "" "" "" "" 5.941999912261963 4.195 0
"* tet02 Eri" "02 58 16.4037" "-40 18 16.906" "" "" "" "" "" "" "" "" 4.110000133514404 19.527 0
"* C01 Cen" "11 35 13.2823" "-47 22 21.284" "" "" "" "" "" "" "" "" 5.675000190734863 5.454 0
"HD 220572" "23 25 19.4647" "-56 50 56.341" "" 14600000.00 "" km "" "" "" 2011A&A...536A..71J 5.5970001220703125 10.599 0
"HD 172211" "18 43 37.3375" "-64 33 05.130" "" "" "" "" "" "" "" "" 5.756999969482422 8.507 0
"*  20 Peg" "22 01 05.3510" "+13 07 11.417" "" "" "" "" "" "" "" "" 5.598999977111816 14.440 0
"* 111 Her" "18 47 01.2343" "+18 10 53.457" "" "" "" "" "" "" "" "" 4.360000133514404 34.999 0
"HD  26755" "04 17 08.0935" "+57 51 37.151" "" "" "" "" "" "" "" "" 5.7210001945495605 12.021 0
"* c02 Cen" "14 44 59.2016" "-35 11 30.583" "" "" "" "" "" "" "" "" 4.923999786376953 14.278 0
"*  42 Peg" "22 41 27.7207" "+10 49 52.907" "" "" "" "" "" "" "" "" 3.4100000858306885 15.960 0
"HD  30557" "04 51 09.3214" "+48 44 26.394" "" "" "" "" "" "" "" "" 5.64300012588501 8.723 0
"* tau Oph A" "18 03 04.9185" "-08 10 49.268" "" "" "" "" "" "" "" "" 5.269999980926514 18.188 0
"* chi Aql" "19 42 34.0082" "+11 49 35.702" "" "" "" "" "" "" "" "" 5.309999942779541 3.820 0
"* gam Ret" "04 00 53.8085" "-62 09 33.425" "" "" "" "" "" "" "" "" 4.5 6.950 0
"V* LP TrA" "16 46 39.9916" "-67 06 34.885" "" "" "" "" "" "" "" "" 5.099999904632568 4.963 0
"* ksi01 Lib" "14 54 22.8741" "-11 53 54.061" "" "" "" "" "" "" "" "" 5.788000106811523 9.867 0
"HD  58425" "07 30 52.6646" "+68 27 56.327" "" "" "" "" "" "" "" "" 5.64300012588501 6.986 0
"HD  24141" "03 53 43.2862" "+57 58 30.526" "" "" "" "" "" "" "" "" 5.785999774932861 18.563 0
"* gam Dor" "04 16 01.5866" "-51 29 11.932" "" 1150000.00 "" km "" "" "" 2007ApJ...660.1556R 4.199999809265137 48.949 0
"* I Vel" "09 26 17.9571" "-53 22 44.069" "" "" "" "" "" "" "" "" 5.089000225067139 7.836 0
"*  21 Eri" "03 39 01.1165" "-05 37 34.368" "" 3850000.00 "" km 125000.00 BV BrighCol 2013A&A...554A..84M 5.960000038146973 28.889 0
"* i Her" "16 45 49.8919" "+08 34 57.408" "" "" "" "" "" "" "" "" 5.150000095367432 7.614 0
"* mu. Cap" "21 53 17.7704" "-13 33 06.366" "" "" "" "" "" "" "" "" 5.079999923706055 37.338 0
"*  89 Her" "17 55 25.1883" "+26 02 59.968" "" "" "" "" "" "" "" "" 5.360000133514404 0.761 0
"HD 166023" "18 10 05.8137" "-30 43 43.200" "" "" "" "" "" "" "" "" 5.650000095367432 7.953 0
"HD 155078" "17 09 47.9501" "-10 31 23.878" "" "" "" "" "" "" "" "" 5.429999828338623 23.984 0
"HD 127167" "14 29 50.5176" "+00 49 44.151" "" "" "" "" "" "" "" "" 5.966000080108643 13.303 0
"HD  63465" "07 47 24.9925" "-38 30 40.110" "" "" "" "" "" "" "" "" 5.067999839782715 2.705 0
"HD  57821" "07 22 13.5290" "-19 00 59.764" "" "" "" "" "" "" "" "" 4.949999809265137 6.780 0
"HD 156293" "17 18 47.8284" "-44 07 47.087" "" "" "" "" "" "" "" "" 5.736000061035156 8.943 0
"*  31 Cyg" "20 13 37.9082" "+46 44 28.761" "" "" "" "" "" "" "" "" 3.799999952316284 2.917 0
"*  57 Peg" "23 09 31.4573" "+08 40 37.763" "" "" "" "" "" "" "" "" 5.139999866485596 4.170 0
"* gam Cyg" "20 22 13.7018" "+40 15 24.044" "" "" "" "" "" "" "" "" 2.2300000190734863 1.780 0
"HD  42341" "06 09 34.5239" "-14 35 04.625" "" "" "" "" "" "" "" "" 5.554999828338623 14.937 0
"* gam Oph" "17 47 53.5597" "+02 42 26.199" "" 1330000.00 "" km "" "" "" 2007ApJ...660.1556R 3.75 31.730 0
"*  10 LMi" "09 34 13.3818" "+36 23 51.209" "" "" "" "" "" "" "" "" 4.599999904632568 17.074 0
"HD  82232" "09 30 22.4828" "-15 34 38.471" "" "" "" "" "" "" "" "" 5.848999977111816 14.866 0
"HD 194298" "20 21 11.5242" "+63 58 48.422" "" "" "" "" "" "" "" "" 5.690000057220459 3.667 0
"* sig Pup" "07 29 13.8304" "-43 18 05.159" "" "" "" "" "" "" "" "" 3.25 16.840 0
"* alf Cam" "04 54 03.0103" "+66 20 33.636" "" "" "" "" "" "" "" "" 4.289999961853027 0.520 0
"* 137 Tau" "05 52 22.2914" "+14 10 18.428" "" 5640000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.585999965667725 6.855 0
"*  44 Cas" "01 43 19.7566" "+60 33 04.796" "" "" "" "" "" "" "" "" 5.760000228881836 3.572 0
"* eta Cir" "15 04 48.1875" "-64 01 52.864" "" "" "" "" "" "" "" "" 5.168000221252441 11.756 0
"HD 150453" "16 41 53.7028" "-19 55 27.699" "" "" "" "" "" "" "" "" 5.559000015258789 32.413 0
"* kap Dra" "12 33 28.9433" "+69 47 17.659" "" "" "" "" "" "" "" "" 3.890000104904175 7.009 0
"* psi UMa" "11 09 39.8086" "+44 29 54.552" "" "" "" "" "" "" "" "" 3.009999990463257 22.570 0
"HD 156891" "17 18 23.2681" "+38 48 41.044" "" "" "" "" "" "" "" "" 5.961999893188477 10.009 0
"* alf Mic" "20 49 58.0810" "-33 46 46.934" "" "" "" "" "" "" "" "" 4.889999866485596 8.251 0
"HD  36734" "05 31 36.0022" "-45 55 31.145" "" "" "" "" "" "" "" "" 5.843999862670898 5.697 0
"HD 137709" "15 29 24.2699" "-46 43 57.738" "" "" "" "" "" "" "" "" 5.2220001220703125 1.519 0
"* ome For" "02 33 50.7014" "-28 13 56.415" "" "" "" "" "" "" "" "" 4.960000038146973 6.715 0
"* alf Cen B" "14 39 35.0631" "-60 50 15.099" "" "" "" "" "" "" "" "" 1.3300000429153442 743.000 0
"HD 126241" "14 27 07.0866" "-65 49 17.929" "" "" "" "" "" "" "" "" 5.828000068664551 2.909 0
"*  36 Oph B" "17 15 20.9838" "-26 36 10.173" "" "" "" "" "" "" "" "" 5.03000020980835 168.130 0
"HD   4391" "00 45 45.5929" "-47 33 07.142" "" "" "" "" "" "" "" "" 5.794000148773193 66.451 0
"*  71 Tau" "04 26 20.7708" "+15 37 05.884" "" "" "" "" "" "" "" "" 4.480000019073486 21.396 0
"HD 133683" "15 09 29.9144" "-67 05 02.885" "" "" "" "" "" "" "" "" 5.756999969482422 0.922 0
"HD 102365" "11 46 31.0725" "-40 30 01.285" "" 1290000.00 "" km 27800.00 "" "" 2016A&A...585A...5B 4.880000114440918 107.302 0
"* mu. Dra" "17 05 20.1240" "+54 28 12.099" "" "" "" "" "" "" "" "" 4.920000076293945 36.450 0
"* gam Equ" "21 10 20.5000" "+10 07 53.691" "" 2880000.00 "" km "" V Interfer 2014MNRAS.443.1629S 4.679999828338623 28.243 0
"HD  71196" "08 25 19.0017" "-21 02 45.442" "" "" "" "" "" "" "" "" 5.986999988555908 28.997 0
"HD 113902" "13 07 38.2846" "-53 27 35.149" "" "" "" "" "" "" "" "" 5.697999954223633 10.300 0
"*  21 Mon" "07 11 23.6158" "-00 18 06.945" "" "" "" "" "" "" "" "" 5.427999973297119 11.432 0
"HD  51814" "06 58 57.0243" "+03 36 08.480" "" "" "" "" "" "" "" "" 5.947000026702881 4.278 0
"* mu.01 Sco" "16 51 52.2283" "-38 02 50.638" "" "" "" "" "" "" "" "" 2.9800000190734863 1.873 0
"* e Boo" "13 49 42.8247" "+21 15 50.764" "" "" "" "" "" "" "" "" 4.909999847412109 4.749 0
"HD 173638" "18 46 43.3242" "-10 07 30.161" "" "" "" "" "" "" "" "" 5.7170000076293945 0.856 0
"* bet Crt" "11 11 39.4787" "-22 49 33.052" "" "" "" "" "" "" "" "" 4.448999881744385 10.304 0
"*  58 Per" "04 36 41.4301" "+41 15 53.321" "" "" "" "" "" "" "" "" 4.260000228881836 4.090 0
"HD 201647" "21 12 13.7128" "-40 16 09.701" "" "" "" "" "" "" "" "" 5.829999923706055 31.459 0
"* y Vel" "09 38 01.4514" "-43 11 27.384" "" "" "" "" "" "" "" "" 5.5 6.502 0
"HD 207964" "21 55 11.3941" "-61 53 11.794" "" "" "" "" "" "" "" "" 5.960000038146973 21.520 0
"HD 166114" "18 11 05.5628" "-41 21 32.814" "" "" "" "" "" "" "" "" 5.84499979019165 12.363 0
"*  68 Dra" "20 11 34.8718" "+62 04 42.771" "" "" "" "" "" "" "" "" 5.699999809265137 20.923 0
"*  23 Com" "12 34 51.0805" "+22 37 45.330" "" "" "" "" "" "" "" "" 4.7729997634887695 10.520 0
"*   4 Lac" "22 24 30.9914" "+49 28 35.010" "" "" "" "" "" "" "" "" 4.579999923706055 1.266 0
"HD 100382" "11 32 19.9960" "-66 57 42.564" "" "" "" "" "" "" "" "" 5.88100004196167 9.873 0
"* omi Psc" "01 45 23.6252" "+09 09 27.902" "" "" "" "" "" "" "" "" 4.260000228881836 12.530 0
"* iot Ser" "15 41 33.0546" "+19 40 13.437" "" "" "" "" "" "" "" "" 4.505000114440918 17.160 0
"HD 162917" "17 53 14.1856" "+06 06 05.122" "" 1040000.00 "" km "" "" "" 2007ApJ...660.1556R 5.758999824523926 32.256 0
